Name,High School Attended,Hometown,POS,Rating
Gator Pugh,Rancho Buena Vista High School,"San Diego, CA",RB,NR
Gavin Boger,Mission Bay High School,"San Diego, CA",OT,NR
Gavin Ellis,Cullman High School,"Cullman, AL",WR,NR
Gavin Kaiser,Galena High School,"Galena, IL",QB,NR
Gavin Lamb,Wethersfield High School,"Wethersfield, CT",QB,NR
Gavin Silva,Punahou School,"Honolulu, HI",DT,NR
Gaylon Johnson,Southern University Lab,"Baton Rouge, LA",S,NR
Geanie Lyons,Bastrop High School,"Bastrop, LA",DT,NR
Ged Carrington,Valencia High School,"Valencia, CA",OT,NR
Gene McCaskill,Chester High School,"Chester, SC",WR,NR
Gene McDonald,Baker High School,"Mobile, AL",OLB,NR
Geno Munoz,Mount Tahoma High School,"Tacoma, WA",WR,NR
Geoff Easterling,Atholton High School,"Columbia, MD",RB,NR
Geoff Greco,North Allegheny Sr. High School,"Pittsburgh, PA",K,NR
Geoff Petties,,,WR,NR
Geoffery Glover,Morrow High School,"Morrow, GA",WR,NR
Geoffrey Prather,Archbishop Carroll High School,"Radnor, PA",S,NR
Geordon Hanohano,Saint Louis School,"Honolulu, HI",DT,NR
George Brigandi,New Trier High School,"Winnetka, IL",RB,NR
George Carpenter,Lancaster High School,"Lancaster, OH",FB(LQ),NR
George Herina,Cary-Grove High School,"Cary, IL",OG,NR
George Iloka,Kempner High School,"Sugar Land, TX",S,NR
George Malone,Riley High School,"South Bend, IN",TE,NR
George Pierson,Tyler Junior College,"Tyler, TX",K(JC),NR
Gerald Boseman,,"New Berlin, NY",WR(POST),NR
Gerald Frazier,L. G. Pinkston High School,"Dallas, TX",CB,NR
Gerald Harris,Navarro College,"Terrell, TX",TE(JC),NR
Gerald Kemp,Rancho Bernardo High School,"San Diego, CA",QB,NR
Gerald Moore,Saint John's College High School,"Washington, DC",QB,NR
Gerald Nixon,New Albany High School,"New Albany, OH",CB,NR
Gerald Phillips,Clyde High School,"Green Springs, OH",K,NR
Gerald Williams,City College of San Francisco,"Lauderdale Lakes, FL",ILB(JC),NR
Gerard Thomas,Osceola High School,"Kissimmee, FL",ATH,NR
Gerome Johnson,Monterey Trail High School,"Elk Grove, CA",TE,NR
Gerome Surrell,,"Lathrop, CA",WR,NR
Gerrard Sheppard,McDonogh School,"Owings Mills, MD",WR,NR
Gerson Lopez,Alameda Senior High School,"Lakewood, CO",OG,NR
Gilbert Parsons,Canterbury School,"New Milford, CT",OT,NR
Gino Collins,St. Pius X High School,"Houston, TX",CB,NR
Giorgio Bryant,Bossier City High School,"Bossier City, LA",ATH,NR
Glenn Coppola,El Camino Real High School,"Woodland Hills, CA",QB,NR
Glenn Maher,Ribet Academy,"Los Angeles, CA",QB,NR
Gokhan Ozkan,Bishop Ford Central Catholic H. S.,"Staten Island, NY",OG,NR
Gonzales Vincent,Higley High School,"Gilbert, AZ",TE,NR
Gonzalo Hernandez,Freedom High School,"Oakley, CA",OLB,NR
Gorby Loreus,Thomas Jefferson High School,"Tampa, FL",RB,NR
Gordon Kickels,Lemont High School,"Lemont, IL",OLB,NR
Gordon Rowe,La Cueva High School,"Albuquerque, NM",K,NR
Gordy Cooper,San Jacinto High School,"San Jacinto, CA",WR,NR
Grady Willie,Okolona High School,"Okolona, MS",WR,NR
Graham Bates,Nease High School,"Ponte Vedra Beach, FL",S,NR
Graham Hitman,El Molino High School,"Santa Rosa, CA",TE,NR
Graham Stoddard,Lincoln Southeast High School,"Lincoln, NE",OLB,NR
Graham Whinery,Martin High School,"Arlington, TX",OG,NR
Graham Wilbert,Valencia High School,"Valencia, CA",QB,NR
Grant Brown,Beloit High School,"Beloit, KS",OT,NR
Grant Brown,Leroy High School,"Leroy, AL",WR,NR
Grant Cartwright,Chesterton High School,"Chesterton, IN",OG,NR
Grant Harner,Bartram Trail High School,"Saint Augustine, FL",OT,NR
Grant Mahoney,Linn-Mar High School,"Marion, IA",K,NR
Grant Streams,Huntsville High School,"Huntsville, AL",RB,NR
Grant Valentine,Glendale Community College,"Burbank, CA",DE(JC),NR
Grant Williams,Rogers High School,"Puyallup, WA",OLB,NR
Greg Alexander,,"Santa Rosa, CA",QB(JC),NR
Greg Booker,Minden High School,"Minden, LA",WR,NR
Greg Burks,Spring Woods High School,"Houston, TX",OLB,NR
Greg Cross,Fort Scott Community College,"Brunswick, GA",QB(JC),NR
Greg Fleming,Mound Westonka High,"Mound, MN",K,NR
Greg Hendricks,Alma Bryant High School,"Bayou La Batre, AL",OG,NR
Greg Kanonchik,R. E. Fitch Senior High School,"Groton, CT",OC,NR
Greg Lee,Aldine High School,"Houston, TX",FB,NR
Greg Lowe,John L. McClellan High School,"Little Rock, AR",FB,NR
Greg McCall,Prattville High School,"Prattville, AL",DT,NR
Greg McGrue,Huffman High School,"Huffman, AL",OT,NR
Greg Ray,El Camino College,"Torrance, CA",RB,NR
Greg Schuster,Charlotte Latin School,"Waxhaw, NC",DT,NR
Greg Walker,St. Bernard High School,"Playa Del Rey, CA",OLB,NR
Greg Wannamaker,Camden Catholic High School,"Cherry Hill, NJ",RB,NR
Gregg Fross,Lassiter High School,"Marietta, GA",ATH,NR
Gregg Guerrero,John F. Kennedy High School,"Granada Hills, CA",DE,NR
Gregory Ferguson,,"Chatham, VA",OG(POST),NR
Gregory Reid,Rufus King High School,"Milwaukee, WI",ILB,NR
Griffin Korth,Hortonville High School,"Hortonville, WI",WR,NR
Griffin Squires,W. F. West High School,"Chehalis, WA",QB,NR
Guillermo Burgos,Calexico High School,"Calexico, CA",RB,NR
Gustavo Moreno,Sequoia High School,"Redwood City, CA",QB,NR
Guy Germinaric,Don Bosco High School,"Ramsey, NJ",RB,NR
Guy Reynolds,Westview High School,"Avondale, AZ",OC,NR
Hadley Cooksley,Northwest High School,"Grand Island, NE",FB,NR
Hagens Nolte,Denair High School,"Denair, CA",RB,NR
Hakeem Bourne-McFarlane,Kennedy High School,"Bloomington, MN",WR,NR
Hakeem Johnson,Andrew Jackson High School,"Jacksonville, FL",CB,NR
Hakeem Young,Hartford Public High School,"Hartford, CT",OLB,NR
Haku Correa,Damien Memorial High School,"Honolulu, HI",DE,NR
Hal Hunter,Cathedral City High School,"San Diego, CA",QB,NR
Hank Bryant,Tumwater High School,"Tumwater, WA",DE,NR
Hank Keighley,Archbishop Alter High School,"Kettering, OH",DE,NR
Hanson Sekona,College of San Mateo,"San Mateo, CA",ILB(JC),NR
Hansoni Alfred,Ville Platte High School,"Ville Platte, LA",QB,NR
Harian Elam,Powell County High School,"Stanton, KY",OT,NR
Harnish Ayora,Casa Grande Union High School,"Casa Grande, AZ",RB,NR
Harold Johnson,John L. McClellan High School,"Little Rock, AR",DE,NR
Harold Lloyd,Parker High School,"Janesville, WI",DT,NR
Harold Wilson,Carroll High School,"Monroe, LA",DT,NR
Harris Howard,Blessed Trinity High School,"Roswell, GA",OG,NR
Harris Orlandus,Brainerd High School,"Chattanooga, TN",WR,NR
Harrison Evens,Marcos De Niza High School,"Tempe, AZ",RB,NR
Harrison Scott,Dalton High School,"Dalton, GA",QB,NR
Harry Deberry,El Camino College,"Torrance, CA",WR(JC),NR
Harry Lee Daniel,Highland Springs High School,"Highland Springs, VA",WR,NR
Harvey Burks,Freedom High School,"Oakley, CA",WR,NR
Hashawonn Leslie,Callaway High School,"Hogansville, GA",OLB,NR
Hassan Hazime,"t., CANPickering High School","Ajax, On",DE,NR
Hayden Bowers,Austin High School,"Austin, TX",ILB,NR
Hebert Byrd,Okmulgee High School,"Okmulgee, OK",DE,NR
Heivaha Mafi,Laney College,"Oakland, CA",DE(JC),NR
Henri Baynham-Baker,Elizabethtown High School,"Elizabethtown, KY",OT,NR
Henry Asuega,Corona Senior High School,"Corona, CA",DT,NR
Henry Simon,Eastlake High School,"Chula Vista, CA",TE,NR
Herbert Byrd,Okmulgee High School,"Okmulgee, OK",DE,NR
Herman Davidson,Long Beach Polytechnic High School,"Long Beach, CA",S,NR
Herman Lynn,Vernon Hills High School,"Vernon Hills, IL",RB,NR
Herman Marshall,Istrouma High School,"Baton Rouge, LA",DE,NR
Hezekiah Robinson,Midwest City High School,"Midwest City, OK",CB,NR
Hilton Dawson,,"Compton, CA",S(JC),NR
Ho Cavaco-Amoy,Saint Louis School,"Honolulu, HI",DE,NR
Holt Rains,Rosewood High School,"Goldsboro, NC",DE,NR
Houston Hobbs,Reitz Memorial High School,"Evansville, IN",CB,NR
Houston Roots,Hiram Johnson High School,"Sacramento, CA",RB,NR
Howard Harris,Blessed Trinity High School,"Roswell, CA",OG,NR
Howard Lett,Hoover High School,"Fresno, CA",RB,NR
Hugh Strangeland,,"New Berlin, NY",OG(POST),NR
Hunter Franz,Putnam City North High School,"Oklahoma City, OK",RB,NR
Hykeem Brodie,Western Branch High School,"Chesapeake, VA",RB,NR
Hykeem Coley,Goldsboro High School,"Goldsboro, NC",RB,NR
Hymlaire Lamiseir,Newton North High School,"Newton, MA",RB,NR
Ian Bablewski,Ramona High School,"Ramona, CA",TE,NR
Ian Broddrick,Rio Americano High School,"Sacramento, CA",OLB,NR
Ian Harper,Rancho Buena Vista High School,"San Diego, CA",OT,NR
Ian Harson,Iowa High School,"Iowa, LA",S,NR
Ian McGinnis,San Lorenzo High School,"San Lorenzo, CA",QB,NR
Ian Osking,Westwood High School,"Fort Pierce, FL",OC,NR
Ian Simon,West Windsor - Plainsboro H.S. South,"Princeton Junction, NJ",DE,NR
Ian Williams,Pensacola High School,"Pensacola, FL",OG,NR
Ikaika Gleason,Bethel High School,"Spanaway, WA",WR,NR
Ike Igbinosun,Rahway High School,"Rahway, NJ",OG,NR
Ily Lopez,Avenal High School,"Avenal, CA",RB,NR
Imani Chatman,Urbana High School,"Frederick, MD",ILB,NR
Immanuel Chu,College of Sequoias,"Woodstock, GA",DT(JC),NR
Iona Pritchard,Bingham High School,"South Jordan, UT",ILB,NR
Irvin George,Lake Highland Prep School,"Orlando, FL",RB,NR
Isaac Baugh,Independence High School,"Franklin, TN",WR,NR
Isaac Dingess,Chapmanville High School,"Chapmanville, WV",ILB,NR
Isaac Garsez,Caldwell High School,"Caldwell, ID",S,NR
Isaac Johnson,Pittsburg High School,"Pittsburg, CA",OG,NR
Isaac Kolstad,Mankato East High School,"Mankato, MI",S,NR
Isaac Watson,Waller High School,"Waller, TX",OLB,NR
Isaiah Anderson,Wichita Falls High School,"Wichita Falls, TX",WR,NR
Isaiah Fleming,Newark High School,"Newark, DE",S,NR
Isaiah Hamlette,Brooke Point High School,"Stafford, VA",DE,NR
Isaiah Lavea,Kamehameha Schools,"Honolulu, HI",DT,NR
Isaiah Martin,Pennsauken High School,"Pennsauken, NJ",OG,NR
Ishmel Watkins,Smith-Cotton High School,"Sedalia, MO",RB,NR
Isi Vei,Grant High School,"Sacramento, CA",OG,NR
Isiah Crunk,Washington Union High School,"Fresno, CA",WR,NR
Isiah Fitzgerald,,"New Berlin, NY",CB(POST),NR
Issac Cooper,Fort Walton Beach High School,"Fort Walton Beach, FL",WR,NR
Ivan Ballif,Higley High School,"Gilbert, AZ",RB,NR
Ivan Delgado,Ellison High School,"Killeen, TX",QB,NR
Iziah Perry,MacArthur High School,"Irving, TX",WR,NR
J.B. Lageman,Huntington High School,"Huntington, WV",DE,NR
J.C. Alexander,Middleburg High School,"Middleburg, FL",TE,NR
J.C. Ely,Stratton High School,"Stratton, CO",OC,NR
J.D. Graves,Fossil Ridge High School,"Keller, TX",OG,NR
J.D. Steffen,Shawnee Mission West High School,"Shawnee Mission, KS",RB,NR
J.D. Stone,McCook High School,"McCook, NE",OLB,NR
J.D. Woods,Golden Gate High School,"Naples, FL",WR,NR
J.J. Autele,Punahou School,"Honolulu, HI",DE,NR
J.J. Dorsey,Handley High School,"Winchester, VA",ATH,NR
J.J. Laster,Graceville High School,"Graceville, FL",RB,NR
J.J. Manowske,Saint Mary's Springs High School,"Fond Du Lac, WI",OG,NR
J.J. Miller,Buford High School,"Buford, GA",OG,NR
J.R. Bryant,Garden City Community College,"Jesup, GA",OLB(JC),NR
J.R. Scott,Bullis School,"Potomac, MD",ATH,NR
J.T. Dixon,Hargrave Military Academy,"Chandler, AZ",TE(POST),NR
J.T. Haddan,Moffat County High School,"Craig, CO",FB,NR
J.T. Little,George Rogers Clark High School,"Winchester, KY",OG,NR
Jaamal Thomas,Port Barre High School,"Port Barre, LA",DT,NR
Jabarius Brown,Baldwin High School,"Milledgeville, GA",WR,NR
Jabarri Davis,Armwood High School,"Seffner, FL",DE,NR
Jabin Sainbrano,Great Oak High School,"Temecula, CA",WR,NR
Jace Hawley,Ar-We-Va High School,"Westside, IA",WR,NR
Jack Dowdell,Bishop Kelley High School,"Tulsa, OK",WR,NR
Jack Gala,Mercer Island High School,"Mercer Island, WA",OT,NR
Jack Hayes,Mississippi Gulf Coast Comm College,"Mendenhall, MS",DE(JC),NR
Jack Raymond,Dakota High School,"Macomb, MI",OT,NR
Jack Reynoso,Del Oro High School,"Loomis, CA",DE,NR
Jackie Crankfield,College of Sequoias,"Visalia, CA",DT,NR
Jackson Anderson,Frisco High School,"Frisco, TX",TE,NR
Jackson Wehmeyer,L. C. Anderson High School,"Austin, TX",OLB,NR
Jacob Anderson,Galena High School,"Reno, NV",QB,NR
Jacob Boll,Hartley-Melvin-Sanborn High School,"Sanborn, IA",OT,NR
Jacob Bower,Bakersfield College,"Meridian, ID",QB(JC),NR
Jacob Breitbach,Panorama Community High School,"Panora, IA",QB,NR
Jacob Doan,Dakota High School,"Macomb, MI",OT,NR
Jacob Endes,Dunkerton Community School,"Dunkerton, IA",FB,NR
Jacob Evans,Rochester Community & Tech College,"Rochester, MN",OLB(JC),NR
Jacob Farley,Cabrillo High School,"Lompoc, CA",OT,NR
Jacob Feagai,Piedmont Hills High School,"San Jose, CA",OT,NR
Jacob Jones,Glen Rose High School,"Malvern, AR",WR,NR
Jacob Ketler,Modoc High School,"Alturas, CA",OC,NR
Jacob Loeh,Westview High School,"San Diego, CA",OT,NR
Jacob Luchuk,The Morgan School,"Clinton, CT",OT,NR
Jacobi Jenkins,Rocky Mount Senior High School,"Rocky Mount, NC",CB,NR
Jacolby Ashworth,Lufkin High School,"Lufkin, TX",OT,NR
Jacori Dewberry,Deer Valley High School,"Antioch, CA",TE,NR
Jacques Seward,Hillsboro High School,"Nashville, TN",RB,NR
Jacquise Terry,Pacelli High School,"Columbus, GA",RB,NR
Jahbari McLennan,,"Austin, TX",WR(JC),NR
Jahmel Bashir,South Philadelphia High School,"Philadelphia, PA",TE,NR
Jaiel Jackson,Christian High School,"San Diego, CA",RB,NR
Jajuan Harris,Warren Central High School,"Indianapolis, IN",CB,NR
Jajuan Perez,Ossining Senior High School,"Ossining, NY",DE,NR
Jakari Wilcoxson,East Gadsden High School,"Quincy, FL",DE,NR
Jakarri Hamlin,Harvard Westlake High School,"North Hollywood, CA",OG,NR
Jake Booty,Calvary Baptist Academy,"Shreveport, LA",QB,NR
Jake Bryan,Grant High School,"Dry Prong, LA",TE,NR
Jake Burns,Rogers High School,"Rogers, AR",TE,NR
Jake Byrne,Rogers High School,"Rogers, AR",TE,NR
Jake Carr,Vista Murrieta High School,"Murrieta, CA",DT,NR
Jake Cervantes,Lincoln N.E. High School,"Lincoln, NE",DT,NR
Jake Crooks,Conestoga High School,"Wayne, PA",OG,NR
Jake Dawson,Horizon High School,"San Diego, CA",ILB,NR
Jake Day,Clovis West High School,"Fresno, CA",WR,NR
Jake Densley,Centennial High School,"Boise, ID",DT,NR
Jake Drwal,Millard West High School,"Omaha, NE",WR,NR
Jake Duffin,Strathmore High School,"Porterville, CA",QB,NR
Jake Guillen,Frederick High School,"Frederick, MD",RB,NR
Jake Hendley,West Laurens High School,"Dublin, GA",QB,NR
Jake Heun,City College of San Francisco,"San Francisco, CA",OLB,NR
Jake Johnson,Stafford High School,"Falmouth, VA",OLB,NR
Jake Kober,Santa Fe Trail High School,"Carbondale, KS",OG,NR
Jake Landers,Durango High School,"Durango, CO",DT,NR
Jake McIntosh,Dalton High School,"Dalton, GA",ILB,NR
Jake Miles,Monticello High School,"Charlottesville, VA",OG,NR
Jake Miller,Bear River High School,"Garland, UT",DE,NR
Jake Mitchell,Lanphier High School,"Springfield, IL",OC,NR
Jake Morse,Rock Bridge High School,"Columbia, MO",QB,NR
Jake Reisen,Regina High School,"Iowa City, IA",OLB,NR
Jake Sharum,Martin High School,"Arlington, TX",S,NR
Jake Stephens,Lafayette High School,"Lexington, KY",K,NR
Jake Walker,American Heritage-Boca-Delray High,"Delray Beach, FL",RB,NR
Jake Wieclaw,Lincoln-Way Central High School,"New Lenox, IL",K,NR
Jakenzie Jones,Seminole County Middle-High School,"Donalsonville, GA",RB,NR
Jaleel Verser,Everett High School,"Lansing, MI",DE,NR
Jamaal Johnson,Cesar E. Chavez High School,"Houston, TX",WR,NR
Jamail Berry,Coffeyville Community College,"Coffeyville, KS",S(JC),NR
Jamal Alston,Rancho Buena Vista High School,"San Diego, CA",WR,NR
Jamal Cain,Senn Metropolitan Academy,"Chicago, IL",OG,NR
Jamal Collins,Miami Northwestern High School,"Miami, FL",DE,NR
Jamal Colver,James Logan High School,"Union City, CA",OT,NR
Jamal Giddens,Maury High School,"Norfolk, VA",OLB,NR
Jamal Lattimore,Lawton-Chiles High School,"Tallahassee, FL",CB,NR
Jamal Mitchell,Tyler Junior College,"Tyler, TX",RB,NR
Jamal Shuman,Seventy-First Senior High School,"Fayetteville, NC",RB,NR
Jamal Wilkes,Shades Valley High School,"Birmingham, AL",RB,NR
Jamar Cook,East Saint John High School,"Reserve, LA",OG,NR
Jamar Smith,Berkeley High School,"Berkeley, CA",RB,NR
Jamar Taylor,Helix High School,"La Mesa, CA",CB,NR
Jamari Lattimore,Dodge City Community College,"Miami, FL",OLB(JC),NR
Jamark McCloud,Fort Knox High School,"Fort Knox, KY",RB,NR
Jameel Walker,,"Chatham, VA",WR(POST),NR
Jamelle Johnson,John I. Leonard High School,"Lake Worth, FL",WR,NR
Jamere Pugh,Southern Vance High School,"Henderson, NC",QB,NR
James Allison,,"Lima, OH",S(JC),NR
James Arrington,West Potomac High School,"Alexandria, VA",OT,NR
James Aubrey,Hayward High School,"Hayward, CA",DT,NR
James Aubrey,Trotwood-Madison High School,"Trotwood, OH",CB,NR
James Bell,Bowie High School,"Bowie, MD",FB,NR
James Bennett,Marengo High School,"Dixon Mills, AL",QB,NR
James Brown,Amite County High School,"Magnolia, MS",OT,NR
James Bull,Lake Gibson High School,"Lakeland, FL",WR,NR
James Caraway,Highland Park High School,"Topeka, KS",WR,NR
James Carpenter,Saint Xavier High School,"Louisville, KY",DE,NR
James Cooper,Proviso East High School,"Maywood, IL",CB,NR
James Coppage,Dunbar High School,"Baltimore, MD",OG,NR
James Davis,Lufkin High School,"Lufkin, TX",WR,NR
James Davis,Daingerfield High School,"Daingerfield, TX",DT,NR
James Dooley,Noxubee County High School,"Macon, MS",CB,NR
James Ginyard,Woodland High School,"Woodland, CA",RB,NR
James Hamilton,Cedar Hill High School,"Cedar Hill, TX",ATH,NR
James Harvey,Cochranton High School,"Cochranton, PA",DE,NR
James Hemphill,Burden Central High School,"Burden, KS",RB,NR
James Hurt,Keokuk High School,"Keokuk, IA",WR,NR
James Johnson,Russell County High School,"Seale, AL",WR,NR
James Kelly,Heritage High School,"Littleton, CO",OG,NR
James Kyles Jr.,Booker High School,"Sarasota, FL",CB,NR
James Lake,Fairfield High School,"Fairfield, CA",WR,NR
James Landry,Assumption High School,"Napoleonville, LA",QB,NR
James LaQuan,Cicero-North Syracuse High,"Cicero, NY",CB,NR
James Lewis,,"Yuma, AZ",ATH(JC),NR
James Maitland,,"New Berlin, NY",FB(POST),NR
James McCandless,Hollywood Hills High School,"Hollywood, FL",QB,NR
James McFadden,Rockhurst High School,"Shawnee Mission, KS",CB,NR
James McIver,Riverwood High School,"Atlanta, GA",OG,NR
James Oliver,Turlock High School,"Turlock, CA",TE,NR
James Palmer,O'Dea High School,"Seattle, WA",DE,NR
James Pitts,Montclair High School,"Montclair, NJ",S,NR
James Pitts,Montclair High School,"Montclair, CA",WR,NR
James Poe,Georgia Military College,"Milledgeville, GA",RB,NR
James Richard,Sharpstown High School,"Houston, TX",QB,NR
James Rizzo,,"Chatham, VA",FB(POST),NR
James Robinson,Salesian High School,"Richmond, CA",OT,NR
James Sutton,Pittsburg High School,"Pittsburg, CA",RB,NR
James Terrell,Vallejo High School,"American Canyon, CA",RB,NR
James Thiessen,Triangle Lake High School,"Blachly, OR",OG,NR
James Washington,,"New Berlin, NY",DT(POST),NR
James Watkins,Encinal High School,"Alameda, CA",RB,NR
James Winchester,Washington High School,"Washington, OK",WR,NR
Jameson Davis,Eagle High School,"Eagle, ID",K,NR
Jamical Tatum,Troup County Comprehensive High Sch,"LaGrange, GA",OG,NR
Jamie Filverman,Viewpoint High School,"Calabasas, CA",RB,NR
Jamie Irving,Citronelle High School,"Perris, CA",OLB,NR
Jamie Liudley,Savannah Christian Prep School,"Savannah, GA",WR,NR
Jamie Veney,,"Kilmarnock, VA",OLB(POST),NR
Jamie Womack,Carroll High School,"Ozark, AL",OLB,NR
Jamil Crows,Thomas Jefferson High School,"Tampa, FL",RB,NR
Jamil Heath,Dover High School,"Dover, DE",OLB,NR
Jamison Lee,Lake Gibson High School,"Lakeland, FL",OG,NR
Jamont Jones,Washington High School,"Washington, NC",WR,NR
Ja-Quan Davis,Huguenot High School,"Richmond, VA",OLB,NR
Jaquan Ridges,Marlboro County High School,"Bennettsville, SC",OG,NR
Jarard Milo,Olathe North High School,"Olathe, KS",S,NR
Jared Barthlome,Pocatello High School,"Pocatello, ID",RB,NR
Jared Brooks,,"Chicago, IL",OG,NR
Jared Bruce,Aurelia High School,"Aurelia, IA",QB,NR
Jared Clendenin,Stephenson High School,"Stone Mountain, GA",DE,NR
Jared Cruise,Redwood High School,"Visalia, CA",WR,NR
Jared Culver,Downers Grove North High School,"Downers Grove, IL",OLB,NR
Jared Edwards,Timberview High School,"Arlington, TX",DE,NR
Jared Foster,,"Madison, MS",TE(JC),NR
Jared Gavard,El Dorado High School,"Placentia, CA",QB,NR
Jared Golojuch,Maine West High School,"Des Plaines, IL",OC,NR
Jared Grigg,Har Ber High School,"Springdale, AR",OT,NR
Jared Herring,Burlington High School,"Burlington, IA",WR,NR
Jared Hunt,Helena Capital High School,"Helena, MT",CB,NR
Jared Jenkins,Klein Forest High School,"Klein, TX",WR,NR
Jared Jerkins,Klein Forest High School,"Klein, TX",WR,NR
Jared Marks,Colerain High School,"Cincinnati, OH",OLB,NR
Jared Mitchell,Hargrave Military Academy,"Chatham, VA",WR(POST),NR
Jared Pizzuti,Lake Brantley High School,"Altamonte Springs, FL",TE,NR
Jared Province,John F. Kennedy High School,"Warren, OH",CB,NR
Jared Relyea,Poway High School,"Poway, CA",RB,NR
Jared Reylea,Poway High School,"Poway, CA",WR,NR
Jared Smith,Greencastle-Antrim High School,"Greencastle, PA",DT,NR
Jared Williams,Huntsville High School,"Huntsville, TX",TE,NR
Jared Williams,,"Pittsburgh, PA",CB(JC),NR
Jarel Lowery,Paterson Catholic High School,"Paterson, NJ",DT,NR
Jarell Routt,Coffeyville Community College,"Texas City, TX",CB(JC),NR
Jaren Jones,Christopher Columbus High School,"Miami, FL",RB,NR
Jarid Caesar,Riverside Academy,"Reserve, LA",RB,NR
Jarien Moreland,Glades Central High School,"Belle Glade, FL",OG,NR
Jarius McFarland,Fairfield High School,"Fairfield, AL",ATH,NR
Jaron Loane,Milpitas High School,"Milpitas, CA",RB,NR
Jarred Barker,Phoebus High School,"Hampton, VA",WR,NR
Jarred Marshall,Grant High School,"Sacramento, CA",CB,NR
Jarrell Agnew,La Jolla High School,"La Jolla, CA",RB,NR
Jarrell Pontinger,Lovejoy High School,"Hampton, GA",OC,NR
Jarrett Bilbrey,Bonita Vista High School,"Chula Vista, CA",DE,NR
Jarrett Crittenton,North Dakota State College of Sci.,"Fayetteville, GA",DE(JC),NR
Jarrid Ceasar,Riverside Academy,"Reserve, LA",RB,NR
Jarriel King,Georgia Military College,"North Charleston, SC",DE(JC),NR
Jarron Johnson,Cesar Chavez High School,"Laveen, AZ",RB,NR
Jarvelous Drisdom,Pacelli High School,"Columbus, GA",TE,NR
Jarvis Geathers,Feather River College,"Andrews, SC",DE(JC),NR
Jarvis Mabry,Saint Helena Central High School,"Greensburg, LA",RB,NR
Jarvis Moore,Robert E. Lee High School,"Baytown, TX",RB,NR
Jarvis Smith,Charles H. Milby High,"Houston, TX",OLB,NR
Jarvis West,North Cobb High School,"Kennesaw, GA",OLB,NR
Jason Burch,,"Chatham, VA",CB(POST),NR
Jason Campbell,Kamehameha Schools,"Honolulu, HI",OLB,NR
Jason Carlson,North Dakota State College of Sci.,"Plymouth, MN",WR(JC),NR
Jason Chandley,San Joaquin Delta College,"Stockton, CA",OLB,NR
Jason Fairfield,Fountain Hills High School,"Fountain Hills, AZ",QB,NR
Jason Heath,Del Oro High School,"Loomis, CA",OG,NR
Jason Hicov,North Side High School,"Fort Wayne, IN",OG,NR
Jason Jones,Westover High School,"Albany, GA",ILB,NR
Jason Kafka,Saint Rita High School,"Chicago, IL",ATH,NR
Jason Klingerman,Valley Center High School,"Escondido, CA",DT,NR
Jason Kock,Ar-We-Va High School,"Westside, IA",RB,NR
Jason Koontz,Santiago High School,"Corona, CA",OG,NR
Jason Koper,Saint Francis Borgia Reg H. S.,"Washington, MO",DT,NR
Jason McNair,Mount Olive High School,"Mount Olive, MS",RB,NR
Jason Meenach,Green County High School,"Greenup, KY",OG,NR
Jason Nicholson,Paul Laurence Dunbar School,"Lexington, KY",K,NR
Jason Obarski,Apple Valley High School,"Burnsville, MN",K,NR
Jason Scott,Pasadena City College,"Chino Hills, CA",OLB(JC),NR
Javaris Brown,Northeast High School,"Macon, GA",WR,NR
Javier Johnson,Grant High School,"Sacramento, CA",TE,NR
Javier Lopez,Eastlake High School,"Chula Vista, CA",OG,NR
Javier Martinez,Hilltop High School,"Chula Vista, CA",OLB,NR
Javon Brownlee,John Marshall High School,"Richmond, VA",ATH,NR
Javon Rembert,Independence High School,"Charlotte, NC",WR,NR
Jawan Hagans,Wilbur Cross High School,"New Haven, CT",RB,NR
Jay Harmon,Augusta Christian School,"Martinez, GA",FB,NR
Jay Hartbank,Mattoon High School,"Mattoon, IL",FB,NR
Jay Taylor,Reynoldsburg High School,"Reynoldsburg, OH",RB,NR
Jayson DiManche,Hamilton West High School,"Hamilton, NJ",OLB,NR
Jaytee Swanson,Buford High School,"Buford, GA",OLB,NR
Jayven Smith,Booker T. Washington High School,"Norfolk, VA",RB,NR
Jazmon Moon,Longview High School,"Longview, TX",RB,NR
Jean Bellot,Stranahan High School,"Fort Lauderdale, FL",S,NR
Jean Evans,Delmar High School,"Delmar, DE",OG,NR
Jeff Barker,Lowell High School,"Lowell, IN",DE,NR
Jeff Bischoff,Scotts Valley High School,"Scotts Valley, CA",QB,NR
Jeff Enloe,Dutchtown High School,"Geismar, LA",QB,NR
Jeff Hickerson,Joshua High School,"Joshua, TX",WR,NR
Jeff Hutchinson,West Boca Raton High School,"Boca Raton, FL",DE,NR
Jeff Johnson,Wichita Independent High School,"Wichita, KS",WR,NR
Jeff Link,White Station High School,"Memphis, TN",QB,NR
Jeff Martin,Southwest Mississippi Com. College,"Summit, MS",ILB,NR
Jeff Minnerly,Joel E. Ferris High School,"Spokane, WA",QB,NR
Jeff Sloan,Archbishop Mitty High School,"Campbell, CA",TE,NR
Jeff Tomasetti,Brandywine High School,"Brandywine, DE",QB,NR
Jeff Vaughn,Bishop Chatard High School,"Indianapolis, IN",OT,NR
Jeff Voa,Waianae High School,"Waianae, HI",DT,NR
Jeff Zipfel,Kettle Moraine High School,"Wales, WI",TE,NR
