Name,High School Attended,Hometown,Position,Rating
Matt McGloin,West Scranton High School,"Scranton, PA",QB,76
Randall Hawkins,James Byrnes High School,"Duncan, SC",WR,76
Ingram Bell,St. James High School,"Murrells Inlet, SC",ATH,75
Jack Elway,Cherry Creek High School,"Englewood, CO",QB,75
Philip Pierre-Louis,Saint Thomas Aquinas High School,"Fort Lauderdale, FL",ATH,75
Gary Mason,Waxahachie High School,"Waxahachie, TX",OLB,75
Chandler Koch,Flower Mound High School,"Flower Mound, TX",TE,75
Patrick Neumann,Saint Joseph Regional High School,"Montvale, NJ",OT,75
Emmett Cleary,Saint Viator High School,"Arlington Heights, IL",OT,75
Donte Elliot,Alief Taylor High School,"Houston, TX",S,75
Michael Yeck,Keller High School,"Keller, TX",OT,75
Randez James,,"San Antonio, TX",CB(POST),75
Brian Moore,Ransom Everglades School,"Coconut Grove, FL",OG,75
Anthony Garner,Jordan-Matthews High School,"Siler City, NC",DT,75
Ja'Baris Little,Lincoln High School,"Tallahassee, FL",TE,75
Rhonne Sanderson,Plant Senior High School,"Tampa, FL",OT,75
Rashaad Reid,Saint Augustine High School,"Saint Augustine, FL",CB,75
Nick Sliger,Hamilton Southeastern High School,"Fishers, IN",DT,75
Alex Hunt,Buford High School,"Duluth, GA",RB,75
Jayson Cuba,Newton High School,"Newton, KS",WR(LQ),75
Collin Klein,Loveland High School,"Loveland, CO",QB,75
Luke Kelly,Turpin High School,"Cincinnati, OH",OLB,75
Trenton Robinson,Bay City Central High School,"Bay City, MI",CB,75
Marcus Thurmond,North Augusta High School,"North Augusta, SC",WR,75
Antonio Hoskins,Water Valley High School,"Water Valley, MS",OLB,75
Corey Broomfield,Bayside High School,"Palm Bay, FL",CB,75
Delmon Robinson,Vicksburg High School,"Vicksburg, MS",ATH,75
Colby Jackson,Trinity Christian School,"Dublin, GA",FB,75
C.J. Wilson,Lincolnton High School,"Lincolnton, NC",ATH,75
Brian Mulroe,Loyola Academy,"Wilmette, IL",OT,75
Bakari Bussey,Lakota West High School,"West Chester, OH",WR,75
Colin Lyons-Pena,West Campus High School,"Sacramento, CA",OG,75
Jacquizz Rodgers,Lamar Consolidated High School,"Rosenberg, TX",RB,75
Mike Farrell,Shady Side Academy,"Pittsburgh, PA",OT,75
Eric Ball,Katy High School,"Katy, TX",OC,75
Morgan Carter,C. D. Hylton High School,"Woodbridge, VA",ATH,75
Marcus Cooper,Bloomfield High School,"Bloomfield, CT",WR,75
Alec Johnson,J. K. Mullen High School,"Denver, CO",OC,75
Brandon Rutley,Alhambra High School,"Martinez, CA",RB(LQ),75
Taylor Thompson,Prosper High School,"Prosper, TX",TE,75
Michael Thomas,Nimitz High School,"Houston, TX",ATH,75
Marcus Sales,Christian Brothers Academy,"Dewitt, NY",WR,75
Ryan Haliburton,Frenship High School,"Wolfforth, TX",DE,75
Shawntel Rowell,Glenville High School,"Cleveland, OH",OG,75
Corbin Brown,Spring Valley High School,"Las Vegas, NV",S,75
Corey Smith,Musselman High School,"Bunker Hill, WV",K,75
Terrell Springs,Chester High School,"Chester, SC",ATH,75
Zach Stadther,North Little Rock High School,"North Little Rock, AR",DT,75
Tramaine Thomas,East Chambers High School,"Winnie, TX",S,75
Austin Eoff,Northside High School,"Fort Smith, AR",OG,75
Jim Youngblood,Camden-Fairview High School,"Camden, AR",QB,75
Elton Ford,Chattahoochee High School,"Lithonia, GA",OLB,75
Mychal Kendricks,Hoover High School,"Fresno, CA",OLB,75
Vance King,Stockbridge High School,"Stockbridge, GA",ATH,75
Quincy Quetant,Timber Creek High School,"Orlando, FL",S,75
George Winn,Univ. of Detroit Jesuit High School,"Detroit, MI",RB,75
Ike Iloegbu,Harmony Community School,"Cincinnati, OH",ATH(POST),75
Supo Sanni,Homewood-Flossmoor High School,"Homewood, IL",WR,75
Jack Swanson,Naples High School,"Naples, FL",S,75
Trent Mossbrucker,Mooresville High School,"Mooresville, IN",K,75
D.J. Marshall,Mesquite High School,"Mesquite, TX",DE,75
Jacques Caldwell,Garland High School,"Garland, TX",RB,75
Greg Scruggs,Saint Xavier High School,"Cincinnati, OH",DE,75
R.J. Dill,Trinity High School,"Camp Hill, PA",OT,75
Justin Lewis,Johnsonville High School,"Johnsonville, SC",OG,75
C.J. Odom,Fort Myers High School,"Fort Myers, FL",S,75
Joseph Wylie,Boyd Anderson High School,"Lauderdale Lakes, FL",S,75
Brandon Marti,Gulliver Prep School,"Miami, FL",OLB,75
Brandon Smith,New Brunswick High,"New Brunswick, NJ",ATH,75
Taylor Hill,Cardinal Mooney High School,"Youngstown, OH",OLB,75
J.T. Floyd,J. L. Mann High School,"Greenville, SC",ATH,75
John Nance,Cretin-Derham Hall High School,"Saint Paul, MN",ATH,75
Vincent Hill,Milford Academy,"Fort Washington, MD",WR(POST),75
Justin Smith,Chattahoochee High School,"Alpharetta, GA",DT,75
Derrick Herman,Cleveland High School,"Cleveland, MS",CB,75
Gerald Rivers,Cedar Grove High School,"Ellenwood, GA",DE,75
Nate Stanley,Sequoyah High School,"Tahlequah, OK",QB,75
Brad Madison,South Harrison High School,"Bethany, MO",OG,75
Jacquies Smith,South Oak Cliff High,"Dallas, TX",DE,75
Justin Rogers,Vestavia Hills High School,"Vestavia Hills, AL",RB,75
Antonio Bell,Mainland High School,"Daytona Beach, FL",WR,75
Micah Kreikemeier,Central Catholic High School,"West Point, NE",OLB,75
Cameron Meredith,Mater Dei High School,"Santa Ana, CA",DE,75
P.J. Smith,John Curtis Christian High School,"River Ridge, LA",S,75
Ebele Okakpu,Roswell High School,"Roswell, GA",OLB,75
A.J. Blue,North Gaston High School,"Dallas, NC",QB,75
DaWaylon Cook,Samuel Clemens High School,"Dallas, TX",ATH,75
Scott Grady,Tigard Senior High School,"Tigard, OR",ATH,75
Mychal Rivera,Birmingham High School,"Van Nuys, CA",TE,75
Ryan Turnley,Hopewell High School,"Aliquippa, PA",OT,75
Manny Williams,Clairton High School,"Clairton, PA",S,75
Devin Taylor,Beaufort High School,"Beaufort, SC",DE,75
Jarrett Burns,Lee High School,"Huntsville, AL",S,75
D.L. Moore,Bowling Green High School,"Bowling Green, KY",WR,75
Josh Garvin,Lake Gibson High School,"Lakeland, FL",OT,75
Montori Hughes,Siegel High School,"Murfreesboro, TN",DT,75
Tre Newton,Carroll High School,"Southlake, TX",RB,75
Colter Phillips,Georgetown Prep School,"Bethesda, MD",TE,75
Terence Thomas,Caldwell High School,"Caldwell, ID",OT,75
David Freeman,Inglewood High School,"Inglewood, CA",RB,75
Demetrius Bronson,Kentwood High School,"Kent, WA",RB,75
Terrance Dailey,Vacaville High School,"Vacaville, CA",FB,75
Joe Schafer,Cretin-Derham Hall High School,"Saint Paul, MN",OT,75
Peter Konz,Neenah High School,"Neenah, WI",OT,75
Ryan Seymour,Camden County High School,"Kingsland, GA",DE,75
Colt Nichter,Park City High School,"Park City, UT",DT,75
Taylor Loftley,Chamblee High School,"Chamblee, GA",DT,75
Al Owens,Springtown High School,"Springtown, TX",S,75
Marcus Davis,Ocean Lakes High School,"Virginia Beach, VA",ATH,75
Skylar Stormo,Kamiak High School,"Mukilteo, WA",TE,75
Kevin Norrell,Long Beach Polytechnic High School,"Long Beach, CA",WR,75
Andrei Lintz,Meridian High School,"Bellingham, WA",TE,75
Bernard Smith,Benjamin E. Mays High School,"Atlanta, GA",OLB,75
Justin Brown,Ursuline High School,"Youngstown, OH",DE,75
Thomas Douglas,Walnut Ridge High School,"Columbus, OH",RB,75
Stephon Mercer,Melbourne High School,"Melbourne, FL",RB,75
Albert Williams,West Brook Senior High School,"Beaumont, TX",RB,75
Jarvis Whitty,Saint Augustine High School,"Saint Augustine, FL",DE,75
Jamie Payton,Dutchtown High School,"Geismar, LA",OLB,75
Chris Mass,Chapel Hill High School,"Tyler, TX",ATH,75
Matt Carroll,Unionville High School,"Kennett Square, PA",OLB,75
Abraham Cavaco-Amoy,Saint Louis School,"Honolulu, HI",DE,75
Brandon Smith,Lillie B. Williamson High School,"Mobile, AL",QB,75
Chris Johnson,Tallwood High School,"Virginia Beach, VA",DE,75
Jason Albertini,Butler Senior High School,"Vandalia, OH",QB,75
Daniel Stone,Vigor High School,"Mobile, AL",WR,75
Don Brown,West Monroe High School,"West Monroe, LA",FB,75
Kyle Frazier,Damascus High School,"Damascus, MD",QB,75
Chucky Jones,Irving High School,"Irving, TX",RB,75
Matt Dortch,Wayne Valley High School,"Wayne, NJ",RB,75
Zach Rasmussen,Belton High School,"Belton, MO",QB,75
Daruis Tate,Irving High School,"Irving, TX",CB,75
Josh Jordan,Bishop Gorman High School,"Las Vegas, NV",CB,74
Jake Jackson,Carroll High School,"Southlake, TX",OG,74
Terrance Williams,W. T. White High School,"Dallas, TX",WR,74
Isaac Johnson,Everett High School,"Everett, MA",RB,74
Mike Stone,Holliston High School,"Holliston, MA",TE,74
Blaec Walker,Middletown High School,"Middletown, OH",OT,74
Charles  Robinson,Middletown High School,"Middletown, OH",OG,74
Ryan Radcliff,Fairview High School,"Sherwood, OH",QB,74
Jon Richt,Prince Avenue Christian School,"Athens, GA",QB,74
Joe Caprioglio,Highlands Ranch High School,"Highlands Ranch, CO",OT,74
Justin Venable,Southeast Guilford High School,"Greensboro, NC",S,74
Marvon Sanders,Ypsilanti High School,"Ypsilanti, MI",WR,74
Darrius McQueen,North Florida Christian High School,"Tallahassee, FL",WR,74
Rashad Evans,James Logan High School,"Union City, CA",ATH,74
Nick Bass,,"Warner Robins, GA",WR,74
Nick McRae,Dublin High School,"Dublin, GA",OC,74
Jaybo Shaw,Flowery Branch High School,"Flowery Branch, GA",QB,74
Marquelo Suel,Paul Harding High School,"Fort Wayne, IN",WR,74
Tyler Adetona,Gainesville High School,"Gainesville, GA",WR,74
Tim Molton,Destrehan High School,"Destrehan, LA",WR,74
Jhyryn Taylor,Franklinton High School,"Franklinton, LA",WR,74
Kevin Saia,Dutchtown High School,"Geismar, LA",OG,74
Houston Tuminello,Gilmer High School,"Gilmer, TX",WR,74
Jamal Wilson,Oscar Frommel Smith High School,"Chesapeake, VA",WR,74
Demetrius Thomas,Theodore High School,"Theodore, AL",RB,74
Nick Kemper,Winter Park High School,"Lake Howell, FL",OC,74
Zac Dysert,Ada High School,"Ada, OH",QB,74
Dan Green,Walther Lutheran High School,"Melrose Park, IL",RB,74
Myles White,Stevenson High School,"Livonia, MI",WR,74
Tyler Hoover,Novi High School,"Novi, MI",DE,74
Nick Bell,Jess Lanier High School,"Bessemer, AL",DE,74
Mike Hunt,Franklin High School,"Meadville, MS",S,74
Charles Bailey,Bartram Trail High School,"Jacksonville, FL",WR,74
Nelson Hurst,Plainfield High School,"Plainfield, IN",TE,74
Adam Coleman,Bettendorf High School,"Bettendorf, IA",DT,74
Logan Pegram,Silver Lake High School,"Silver Lake, KS",OG,74
Stone Pinckney,Hammond School,"Columbia, SC",OLB,74
Justin Blackmon,Plainview High School,"Ardmore, OK",WR,74
Cooper Bassett,Tuttle Public High School,"Tuttle, OK",TE,74
James Terry,Brandywine High School,"Wilmington, DE",DT,74
Jordan Brewer,Carmel High School,"Carmel, IN",TE,74
Peters Drey,McGill-Toolen Catholic High School,"Mobile, AL",OG,74
Timothy Wright,Wall High School,"Wall, NJ",S,74
Colin Shumate,Las Vegas High School,"Las Vegas, NV",ILB,74
Quinn Evans,Basha High School,"Chandler, AZ",CB,74
Delano Howell,William S. Hart High School,"Newhall, CA",ATH,74
Padric Scott,Lincoln High School,"Tallahassee, FL",DT,74
James Searcy,Northgate High School,"Newnan, GA",DE,74
Kebin Umodu,South Hills High School,"Covina, CA",DT,74
Undra Billingsley,Woodlawn High School,"Birmingham, AL",DE,74
Kenny Barnes,Raymond S. Kellis High School,"Glendale, AZ",DE,74
Thomas Shuler,Dr. Phillips High School,"Orlando, FL",FB,74
Jarrett Sparks,Merced High School,"Merced, CA",ATH,74
Sean Westgate,Oak Park High School,"Oak Park, CA",S,74
Brynn Harvey,Largo High School,"Largo, FL",RB,74
Travis Kelce,Cleveland Heights High School,"Cleveland Heights, OH",QB,74
Bruce Horner,Groves High School,"Birmingham, MI",ATH,74
Ryan Wallace,Bowling Green High School,"Bowling Green, KY",TE,74
Chance Blackmon,Tatum High School,"Tatum, TX",WR,74
Jordan Todman,Dartmouth High School,"Dartmouth, MA",RB,74
Sam Robey,Trinity High School,"Louisville, KY",OC,74
Jeremy Longo,Cardinal Gibbons High School,"Fort Lauderdale, FL",DE,74
Cordy Glenn,Riverdale High School,"Riverdale, GA",OT,74
Steven Christian,John F. Kennedy High School,"Sacramento, CA",ATH,74
Jackie Hinton,Channelview High School,"Channelview, TX",S,74
Nate Palmer,Simeon Career Academy,"Chicago, IL",OLB,74
Khalif Staten,Lincoln High School,"Brooklyn, NY",WR,74
Riley Reiff,Parkston High School,"Parkston, SD",DE,74
David Blackwell,Cardinal Gibbons High School,"Fort Lauderdale, FL",OLB,74
Corrigan Powell,Garland Lakeview Centennial High,"Garland, TX",CB,74
Greg Brown,Cedar Hill High School,"Cedar Hill, TX",CB,74
John Williams,Booker T. Washington High School,"Tulsa, OK",OG,74
Chandler Burden,La Salle High School,"Cincinnati, OH",OG,74
William Johnson,Pearl-Cohn High School,"Nashville, TN",OLB,74
Randall Cobb,Alcoa High School,"Alcoa, TN",ATH,74
Matt Furstenburg,The Hun School Of Princeton,"Flemington, NJ",TE(POST),74
Cody Blue,Wilde Lake High School,"Columbia, MD",OT,74
Teddy Dargan,Milford Mill Academy,"Baltimore, MD",DT,74
Dontari Poe,Wooddale High School,"Memphis, TN",DT,74
Andrew Smith,Monarch High School,"Coconut Creek, FL",DE,74
D.L. Wilhite,Bryan Station High School,"Lexington, KY",ATH,74
H.R. Greer,Southern Baptist Ed Center,"Southaven, MS",FB,74
Horatio Williams,Oxford High School,"Oxford, MS",WR,74
Daniel Jenkins,Gilmer High School,"Gilmer, TX",OG,74
Trumaine Johnson,Edison High School,"Stockton, CA",WR,74
Matt Lipski,Ashland High School,"Ashland, OR",OT,74
David Grant,Killeen High School,"Killeen, TX",OT,74
Sean Tesoro,Baldwin High School,"Wailuku, HI",OG,74
Kenny Howard,The Hun School Of Princeton,"Princeton, NJ",RB,74
Troy Franklin,Celina High School,"Celina, TX",DT,74
Kenny Barrett,Mart High School,"Mart, TX",WR,74
David King,Strake Jesuit College Prep,"Houston, TX",DE,74
Carson York,Lake City High School,"Coeur D'Alene, ID",OT(LQ),74
Antwuan Reed,Greater Johnstown High School,"Johnstown, PA",CB,74
Mike Triglia,The Bolles School,"Jacksonville, FL",TE,74
Jeff Hawkins,Vanguard High School,"Ocala, FL",TE,74
B.J. Daniels,Lincoln High School,"Tallahassee, FL",QB,74
Bruce Wilbourn,North Panola High School,"Sardis, MS",WR,74
Willie Packer,Moss Point High School,"Moss Point, MS",DE,74
Willie Bohannon,M. T. Blount High School,"Prichard, AL",DE,74
Tim Curry,Elysian Fields High School,"Elysian Fields, TX",QB,74
Phillip Manley,Hamilton High School,"Hamilton, OH",OG,74
Michael Price,Great Bridge High School,"Chesapeake, VA",OT,74
Corey Lewis,East Stroudsburg High School South,"Cresco, PA",OT,74
Drew Schaefer,Eastlake High School,"Sammamish, WA",OT,74
Jermaine Kearse,Lakes High School,"Lakewood, WA",WR,74
Zach Davison,Waukee High School,"Waukee, IA",DE,74
Kevin Claxton,Boyd Anderson High School,"Fort Lauderdale, FL",S,74
Brendan Kelly,Academy Of Holy Angels,"Richfield, MN",DE,74
Tristan Strong,Grayson High School,"Loganville, GA",OLB,74
Micheal Bryant,LaVergne High School,"LaVergne, TN",OT,74
John Cole,Somerset High School,"Somerset, KY",WR,74
Richard Cagle,St. Pius X High School,"Houston, TX",OG,74
Ben Barber,Thomas A. Edison High School,"Alexandria, VA",ATH,74
Joseph Clayton,Hermitage High School,"Richmond, VA",S,74
Peter Rose,Amherst County High School,"Amherst, VA",ATH,74
Derricus Ellis,Darlington School,"Rome, GA",DE,74
J.T. Levenseller,Pullman High School,"Pullman, WA",QB(LQ),74
Kevin Frank,Elk Grove High School,"Elk Grove, CA",ATH,74
Jeff Braun,Winters Mills High School,"Westminster, MD",DT,74
Tyler Urban,Norwin Senior High School,"North Huntingdon, PA",OLB,74
Sergio Joyner,Armwood High School,"Seffner, FL",OLB,74
Jamie Simpson,Dowagiac Union High School,"Dowagiac, MI",FB,74
Joe Marshall,Clearwater High School,"Clearwater, FL",DT,74
Stephen Meadows,James Monroe High School,"Fredericksburg, VA",ILB,74
Lucas Gregor,Salpointe Catholic High School,"Tucson, AZ",DE,74
L.J. Gamblin,Lincoln High School,"Des Moines, IA",ILB,74
Terrance Thomas,Shawnee Mission East High School,"Prairie Village, KS",ATH,74
Hulas King,McCluer North High School,"Florissant, MO",OG,74
Jordan Bell,Akron Buchtel High School,"Akron, OH",WR,74
Chad Miller,Foothill High School,"Santa Ana, CA",ATH,74
Malcolm Martin,McClintock High School,"Tempe, AZ",WR,74
Cory Brown,Grand Prairie High,"Grand Prairie, TX",DE,74
Elias Kos,Holland Christian High School,"Holland, MI",WR,74
James O'Quinn,Kiski Area Public High School,"Vandergrift, PA",WR,74
Josh Chestang,Moss Point High School,"Moss Point, MS",OLB,74
Dayne Read,North Florida Christian High School,"Tallahassee, FL",S,74
Brandon Davis,Robert E. Lee Senior High School,"Jacksonville, FL",OG,74
Nick Hernon,Douglas County High School,"Castle Rock, CO",DE,74
David Zapata,Hornell High School,"Cameron, NY",RB,74
Armani Taylor,Oceanside High School,"Oceanside, CA",RB,74
David Levonte,Miami Northwestern High School,"Miami, FL",OLB,74
Lawrence Williams,Independence High School,"Independence, NC",DT,74
Darius Kinney,,"Newark, NJ",RB(POST),74
Daniel Nicholas,Canyon Del Oro High School,"Tucson, AZ",QB,74
Pat Wertz,Victor J. Andrew High School,"Tinley Park, IL",DE,74
Nate DeJong,Central Lyon High School,"Rock Rapids, IA",S,74
Tim Rommel,Henninger High School,"Syracuse, NY",QB,74
Jimmy Saros,South High School,"Grosse Pointe, MI",WR,74
Brandon Phillips,Redlands Senior High School,"Redlands, CA",OLB,74
Bernard Edwards,W. W. Samuel High School,"Dallas, TX",DE,74
Steve Yoak,Archbishop Hoban High School,"Akron, OH",FB,74
Marselius Williams,Grant High School,"Sacramento, CA",RB,74
Isiah Wiley,West Monroe High School,"West Monroe, LA",CB,74
Christopher Bynes,Boyd Anderson High School,"Lauderdale Lakes, FL",WR,74
Brandon Magee,Centennial High School,"Corona, CA",ATH,73
Shelly Lyons,Centennial High School,"Corona, CA",ILB,73
Barrett Trotter,Briarwood Christian School,"Birmingham, AL",QB,73
Jomarcus Savage,J. O. Johnson High School,"Huntsville, AL",DE,73
Tyler Jackson,Douglas County High School,"Castle Rock, CO",S,73
Max Holloway,Thomas Jefferson High School,"Tampa, FL",DE,73
Alexander DiSanzo,Don Bosco High School,"Ramsey, NJ",ATH,73
Cameron Comer,Springville High School,"Springville, UT",CB,73
Quentin Greenlaw,Rio Mesa High School,"Oxnard, CA",OLB,73
Lee Butler,Westside High School,"Anderson, SC",S,73
Leonard Paulk,Richland Northeast High School,"Columbia, SC",S,73
Junior Mertile,North Miami High School,"North Miami, FL",WR,73
Josh Gehres,Lincoln High School,"Tallahassee, FL",WR,73
Logan Harrell,Santa Margarita Catholic High School,"Rancho Santa Margarita, CA",DT,73
Ebahn Feathers,Washington Union High School,"Fresno, CA",ATH,73
Demetrius Porter,Marksville High School,"Marksville, LA",OT,73
Marc Damisch,Buffalo Grove High School,"Buffalo Grove, IL",OT,73
Joseph Kassanavoid,Lawson R-XIV High School,"Lawson, MO",QB,73
Brayden Burris,Bishop Carroll High School,"Wichita, KS",OT,73
Logan Dold,Garden Plain High School,"Garden Plain, KS",ATH,73
Jharron Armstrong,Dunbar High School,"Washington, DC",S,73
Charles Walls,Tallwood High School,"Virginia Beach, VA",OG,73
Sal Battles,The Rayen School,"Youngstown, OH",RB,73
Christian Lacey,Archbishop Shaw High School,"New Orleans, LA",DE,73
James Hatten,Hendersonville High School,"Hendersonville, NC",TE,73
Juarelle Narcisse,Saint James High School,"Saint James, LA",OLB,73
Anthony Woods,Melvindale High School,"Melvindale, MI",OG,73
Louis Watson,Saint Paul's Episcopal School,"Mobile, AL",CB,73
Kirkland Gainous,Lincoln High School,"Tallahassee, FL",DE,73
Darius Bell,Archbishop Riordan High School,"San Francisco, CA",ATH,73
Earl Wolff,Hoke County High School,"Raeford, NC",ATH,73
Alex Daniel,Roswell High School,"Roswell, GA",RB,73
Nick Adamle,Wheaton North High School,"Wheaton, IL",OG,73
Hunter Bates,Nease High School,"Ponte Vedra Beach, FL",S,73
Matt Britain,North Cobb High School,"Kennesaw, GA",OG,73
Vince Harris,Harmony Community School,"Cincinnati, OH",S(POST),73
Adrian Richards,Mesquite High School,"Mesquite, TX",WR,73
Jarrett Ben,Garland High School,"Garland, TX",CB,73
Ryan Lewis,Catholic High School,"Baton Rouge, LA",QB,73
Clay Hebert,Klein High School,"Klein, TX",OG,73
Wayne Warren,Wicomico High School,"Salisbury, MD",ATH,73
Alex Davis,Briarwood Christian School,"Birmingham, AL",DE,73
Erik Quinones,Temescal Canyon High School,"Lake Elsinore, CA",OC,73
Jordan Free,Parkview Baptist High School,"Baton Rouge, LA",OC,73
Antwon Bailey,Saint John's College High School,"Washington, DC",RB,73
Grant Mayes,Seton Hall Preparatory School,"West Orange, NJ",CB,73
Nick Lepak,Auburn High School,"Auburn, NY",OT,73
Corey Boatman,Good Counsel High School,"Wheaton, MD",DT,73
Wayne Tribue,Central York High School,"York, PA",OG,73
C.J. Hammond,Saint John's College High School,"Washington, DC",WR,73
Brian Thomas,Pearland High School,"Pearland, TX",OG,73
Blake Chavis,West Brook Senior High School,"Beaumont, TX",TE,73
Josh Ayers,Trinity High School,"Euless, TX",OT,73
Chris Lathrop,Cy-Fair High School,"Cypress, TX",OG,73
Jeremy Coleman,Thurgood Marshall High School,"Missouri City, TX",DE,73
Seth Doege,Frenship High School,"Wolfforth, TX",QB,73
Danzel White,C. D. Hylton High School,"Woodbridge, VA",ILB,73
Rich Bell,Salisbury School,"Canton, MA",OC,73
Norman Shuford,Harrison High School,"Farmington Hills, MI",RB,73
Juron Criner,Canyon Springs High School,"North Las Vegas, NV",WR,73
Kevin Prince,Crespi Carmelite High School,"Encino, CA",QB,73
Jeff Baca,Mission Viejo High School,"Mission Viejo, CA",OG,73
Robert Pritchard,North Gwinnett High School,"Suwanee, GA",DE,73
Dan Giordano,Lincoln-Way East High School,"Frankfort, IL",DE,73
Brendon Kay,Marine City High School,"Marine City, MI",QB,73
Sean Hooey,Hillsdale High School,"Hillsdale, MI",OT,73
J.K. Schaffer,La Salle High School,"Cincinnati, OH",OLB,73
Patrick Lambert,Osceola High School,"Kissimmee, FL",S,73
Patrick Mahnke,Mountain Vista High School,"Highlands Ranch, CO",S,73
Mike Smith,Westside High School,"Houston, TX",WR,73
Casey Turner,Great Bridge High School,"Chesapeake, VA",QB,73
Tim Biere,Westside High School,"Omaha, NE",TE,73
Nick Plato,Edwardsville High School,"Edwardsville, IL",TE,73
Sean Stackhouse,Mandarin High School,"Jacksonville, FL",TE,73
Evan Ruiz,St. Michael The Archangel High School,"Baton Rouge, LA",OG,73
Zack Stoudt,Dublin Coffman High School,"Dublin, OH",QB,73
Justin Gilbert,Monacan High School,"Richmond, VA",OG,73
Tyrone McBride,Winslow Township High School,"Atco, NJ",S,73
Marcus Rucker,Whitehaven High School,"Memphis, TN",WR,73
John Calhoun,Sebastian River High School,"Sebastian River, FL",FB,73
Kevin Koger,Whitmer High School,"Toledo, OH",DE,73
Brodrick Smith,Garden City Senior High School,"Garden City, KS",ATH,73
Johnny Johnson,Paul Robeson High School,"Chicago, IL",ATH,73
Ryan Grant,Eden Prairie High,"Eden Prairie, MN",ATH,73
Brandon Sanders,Peachtree Ridge High School,"Suwanee, GA",CB,73
Chris Wilkes,Dr. Phillips High School,"Orlando, FL",QB,73
Kermit Tyler,L. W. Higgins High School,"Marrero, LA",OG,73
George White,,"Flint, MI",ILB(POST),73
Wes Kemp,De Smet Jesuit High School,"Saint Louis, MO",WR,73
Dan Moore,Mountain View High School,"Tucson, AZ",RB,73
John Levorson,Crete High School,"Crete, NE",ATH,73
Isaiah Frey,Jesuit High School,"Carmichael, CA",S,73
Josh Vick,Kiski Area Public High School,"Vandergrift, PA",QB,73
Joe Stoner,Carl Albert High School,"Midwest City, OK",ATH,73
Randy White,Virginia High School,"Bristol, VA",TE,73
Braden Hanson,Charlotte Latin School,"Charlotte, NC",QB,73
Jeremy Phillips,Waller High School,"Waller, TX",ATH,73
Desmond Brigham,Caddo Mills High School,"Caddo Mills, TX",WR,73
Lance Dunbar,Haltom High School,"Fort Worth, TX",RB,73
Willie Taylor,Hillcrest High School,"Dallas, TX",ATH,73
Rayon Simmons,Christian Brothers College High School,"Saint Louis, MO",RB,73
Akeem Auguste,Fork Union Military Academy,"Hollywood, FL",CB(POST),73
Andreas Shields,Wharton High School,"Tampa, FL",TE,73
Quin Sanford,South Panola High School,"Batesville, MS",OG,73
Brock Fitzhenry,Giddings High School,"Giddings, TX",ATH,73
Damaris Johnson,Destrehan High School,"Norco, LA",WR,73
Brian Moore,Klein High School,"Klein, TX",OLB,73
Ryan Lacy,Oakmont High School,"Antelope, CA",ATH,73
Devin Wallace,Friendly Senior High School,"Fort Washington, MD",S,73
Bill Schautz,Bergen Catholic High,"Oradell, NJ",ATH,73
Aaron Van Kuiken,Turpin High School,"Cincinnati, OH",OT,73
Rick Wagner,Nathan Hale High School,"West Allis, WI",TE,73
Exavier Johnson,Birmingham High School,"Lake Balboa, CA",QB,73
Chris Johnson,Roman Catholic High School,"Philadelphia, PA",ATH,73
Tony Gregory,First Colonial High School,"Virginia Beach, VA",RB,73
Chance Raines,The Bolles School,"Jacksonville, FL",OC(LQ),73
Joey Ehrmann,Gilman School,"Baltimore, MD",OLB,73
Joe Looney,Lake Worth Community High School,"Lake Worth, FL",OG,73
Calvin Schmidtke,Lakes High School,"Lakewood, WA",QB,73
Dan Spitz,Mead High School,"Spokane, WA",DE,73
Christopher Palmer,Saint John Neumann High School,"Philadelphia, PA",DT,73
Alex Carder,Shawnee Mission North High School,"Shawnee, KS",QB,73
Fuifatu Laumea,Compton High School,"Compton, CA",DT,73
C.J. Holley,Pickens High School,"Pickens, SC",S,73
Tyler Thompson,Dawson County High School,"Dawsonville, GA",FB,73
Ralston Dews,North Shore High School,"Galena Park, TX",OC,73
Greg Wanamaker,Camden Catholic High School,"Cherry Hill, NJ",RB,73
Kamar Frost,Jones Senior High School,"Trenton, NC",DE,73
Rotell Jenkins,Huguenot High School,"Richmond, VA",ATH,73
Gideon Scott,Mount Zion High School,"Jonesboro, GA",OG,73
Marquez Henderson,Vanden High School,"Vacaville, CA",WR,73
Kortlin White,Rockdale High School,"Rockdale, TX",RB,73
Evan Rose,Myrtle Beach High School,"Myrtle Beach, SC",OLB,73
Aaron Roberson,Bedford High School,"Bedford, OH",RB,73
Randolph Granderson,Matoaca High School,"Chesterfield, VA",DE,73
T.J. Walker,William Blount High School,"Maryville, TN",DE,73
Anthony Landrum,Sweet Water High School,"Sweet Water, AL",RB,73
Donte Strickland,Blue Springs South High School,"Blue Springs, MO",ATH,73
Jerard Warren,Cambridge Rindge & Latin School,"Cambridge, MA",DE,73
Darren Sewell,Palm Bay High School,"Melbourne, FL",WR,73
Darius Turner,Thomas B. Doherty High School,"Colorado Springs, CO",RB,73
Mauricio Wallace,Blackman High School,"Murfreesboro, TN",ATH,73
Johnny Wilson,Kent-Meridian High School,"Kent, WA",OLB,73
Eloka Anyaorah,North Gwinnett High School,"Suwanee, GA",OLB,73
Quamane Bryant,Brashear High School,"Pittsburgh, PA",CB,73
Rickey Booker,Timberview High School,"Mansfield, TX",S,73
